collectid,spp,sizeclass,count
382,to,<9,1
382,to,<10,0
382,md,<BH,2
382,md,<2.5,2
382,md,<5,1
382,md,<6,0
382,md,<7,0
382,md,<8,0
382,md,<9,0
382,md,<10,0
372,to,<BH,25
372,to,<2.5,6
372,to,<5,1
372,to,<6,0
372,to,<7,0
372,to,<8,0
372,to,<9,0
372,to,<10,0
372,df,<BH,4
372,df,<2.5,6
372,df,<5,0
372,df,<6,1
372,df,<7,0
372,df,<8,1
372,df,<9,0
372,df,<10,0
372,gf,<BH,2
372,gf,<2.5,4
372,gf,<5,0
372,gf,<6,0
372,gf,<7,0
372,gf,<8,0
372,gf,<9,1
372,gf,<10,0
372,wm,<BH,6
372,wm,<2.5,2
372,wm,<5,1
372,wm,<6,0
372,wm,<7,0
372,wm,<8,0
372,wm,<9,0
372,wm,<10,0
373,df,<BH,27
373,df,<2.5,2
373,df,<5,2
373,df,<6,0
373,df,<7,2
373,df,<8,1
373,df,<9,1
373,df,<10,0
373,to,<BH,49
373,to,<2.5,14
373,to,<5,4
373,to,<6,0
373,to,<7,0
373,to,<8,0
373,to,<9,0
373,to,<10,0
373,rw,<BH,8
373,rw,<2.5,48
373,rw,<5,8
373,rw,<6,0
373,rw,<7,0
373,rw,<8,0
373,rw,<9,0
373,rw,<10,0
373,gf,<BH,1
373,gf,<2.5,16
373,gf,<5,2
373,gf,<6,1
373,gf,<7,1
373,gf,<8,0
373,gf,<9,0
373,gf,<10,0
374,rw,<BH,5
374,rw,<2.5,11
374,rw,<5,9
374,rw,<6,6
374,rw,<7,3
374,rw,<8,6
374,rw,<9,5
374,rw,<10,0
374,df,<BH,1
374,df,<2.5,8
374,df,<5,0
374,df,<6,1
374,df,<7,0
374,df,<8,0
374,df,<9,0
374,df,<10,0
374,to,<BH,0
374,to,<2.5,2
374,to,<5,0
374,to,<6,0
374,to,<7,0
374,to,<8,0
374,to,<9,0
374,to,<10,1
374,gf,<BH,0
374,gf,<2.5,2
374,gf,<5,1
374,gf,<6,0
374,gf,<7,2
374,gf,<8,1
374,gf,<9,1
374,gf,<10,0
375,df,<BH,7
375,df,<2.5,0
375,df,<5,1
375,df,<6,0
375,df,<7,0
375,df,<8,0
375,df,<9,0
375,df,<10,0
375,rw,<BH,9
375,rw,<2.5,47
375,rw,<5,9
375,rw,<6,2
375,rw,<7,1
375,rw,<8,0
375,rw,<9,0
375,rw,<10,0
375,md,<BH,1
375,md,<2.5,0
375,md,<5,0
375,md,<6,0
375,md,<7,0
375,md,<8,0
375,md,<9,0
375,md,<10,0
375,to,<BH,17
375,to,<2.5,39
375,to,<5,2
375,to,<6,0
375,to,<7,0
375,to,<8,0
375,to,<9,0
375,to,<10,0
376,rw,<BH,14
376,rw,<2.5,18
376,rw,<5,14
376,rw,<6,0
376,rw,<7,5
376,rw,<8,1
376,rw,<9,0
376,rw,<10,0
376,to,<BH,4
376,to,<2.5,3
376,to,<5,1
376,to,<6,0
376,to,<7,0
376,to,<8,0
376,to,<9,0
376,to,<10,0
376,df,<BH,16
376,df,<2.5,2
376,df,<5,0
376,df,<6,0
376,df,<7,0
376,df,<8,0
376,df,<9,0
376,df,<10,0
394,to,<BH,22
394,to,<2.5,19
394,to,<5,6
394,to,<6,0
394,to,<7,0
394,to,<8,0
394,to,<9,0
394,to,<10,0
394,df,<BH,15
394,df,<2.5,0
394,df,<5,1
394,df,<6,1
394,df,<7,0
394,df,<8,2
394,df,<9,1
394,df,<10,2
394,rw,<BH,0
394,rw,<2.5,13
394,rw,<5,6
394,rw,<6,1
394,rw,<7,0
394,rw,<8,0
394,rw,<9,0
394,rw,<10,0
394,gf,<BH,0
394,gf,<2.5,2
394,gf,<5,8
394,gf,<6,2
394,gf,<7,1
394,gf,<8,2
394,gf,<9,1
394,gf,<10,0
394,sx,<BH,8
394,sx,<2.5,3
394,sx,<5,0
394,sx,<6,0
394,sx,<7,0
394,sx,<8,0
394,sx,<9,0
394,sx,<10,0
395,df,<BH,41
395,df,<2.5,2
395,df,<5,3
395,df,<6,0
395,df,<7,0
395,df,<8,0
395,df,<9,2
395,df,<10,0
395,rw,<BH,8
395,rw,<2.5,37
395,rw,<5,7
395,rw,<6,1
395,rw,<7,1
395,rw,<8,0
395,rw,<9,1
395,rw,<10,1
395,gf,<BH,22
395,gf,<2.5,4
395,gf,<5,11
395,gf,<6,2
395,gf,<7,0
395,gf,<8,2
395,gf,<9,0
395,gf,<10,1
395,to,<BH,21
395,to,<2.5,31
395,to,<5,5
395,to,<6,1
395,to,<7,0
395,to,<8,0
395,to,<9,0
395,to,<10,0
395,md,<BH,14
395,md,<2.5,0
395,md,<5,1
395,md,<6,1
395,md,<7,0
395,md,<8,0
395,md,<9,0
395,md,<10,0
396,rw,<BH,11
396,rw,<2.5,12
396,rw,<5,3
396,rw,<6,0
396,rw,<7,0
396,rw,<8,1
396,rw,<9,0
396,rw,<10,0
396,to,<BH,20
396,to,<2.5,8
396,to,<5,3
396,to,<6,0
396,to,<7,0
396,to,<8,0
396,to,<9,0
396,to,<10,1
396,df,<BH,2
396,df,<2.5,0
396,df,<5,0
396,df,<6,0
396,df,<7,0
396,df,<8,0
396,df,<9,1
396,df,<10,0
396,md,<BH,14
396,md,<2.5,0
396,md,<5,0
396,md,<6,0
396,md,<7,0
396,md,<8,0
396,md,<9,0
396,md,<10,0
396,gf,<BH,3
396,gf,<2.5,2
396,gf,<5,8
396,gf,<6,2
396,gf,<7,2
396,gf,<8,4
396,gf,<9,1
396,gf,<10,0
396,cb,<BH,0
396,cb,<2.5,2
396,cb,<5,0
396,cb,<6,0
396,cb,<7,0
396,cb,<8,0
396,cb,<9,0
396,cb,<10,0
397,to,<BH,43
397,to,<2.5,35
397,to,<5,11
397,to,<6,3
397,to,<7,2
397,to,<8,3
397,to,<9,1
397,to,<10,0
397,df,<BH,22
397,df,<2.5,0
397,df,<5,0
397,df,<6,0
397,df,<7,0
397,df,<8,0
397,df,<9,0
397,df,<10,0
397,gf,<BH,4
397,gf,<2.5,6
397,gf,<5,2
397,gf,<6,2
397,gf,<7,0
397,gf,<8,0
397,gf,<9,0
397,gf,<10,0
397,rw,<BH,0
397,rw,<2.5,7
397,rw,<5,13
397,rw,<6,7
397,rw,<7,1
397,rw,<8,0
397,rw,<9,2
397,rw,<10,2
359,rw,<BH,12
359,rw,<2.5,18
359,rw,<5,14
359,rw,<6,1
359,rw,<7,7
359,rw,<8,3
359,rw,<9,1
359,rw,<10,0
359,to,<BH,19
359,to,<2.5,28
359,to,<5,11
359,to,<6,0
359,to,<7,0
359,to,<8,0
359,to,<9,0
359,to,<10,0
359,df,<BH,10
359,df,<2.5,6
359,df,<5,0
359,df,<6,0
359,df,<7,0
359,df,<8,0
359,df,<9,0
359,df,<10,0
359,gf,<BH,3
359,gf,<2.5,3
359,gf,<5,2
359,gf,<6,1
359,gf,<7,0
359,gf,<8,0
359,gf,<9,0
359,gf,<10,0
359,wm,<BH,0
359,wm,<2.5,2
359,wm,<5,0
359,wm,<6,0
359,wm,<7,0
359,wm,<8,0
359,wm,<9,0
359,wm,<10,0
445,df,<BH,14
445,df,<2.5,5
445,df,<5,2
445,df,<6,0
445,df,<7,1
445,df,<8,0
445,df,<9,0
445,df,<10,0
445,cb,<BH,1
445,cb,<2.5,0
445,cb,<5,0
445,cb,<6,0
445,cb,<7,0
445,cb,<8,0
445,cb,<9,0
445,cb,<10,0
445,gf,<BH,1
445,gf,<2.5,1
445,gf,<5,0
445,gf,<6,0
445,gf,<7,0
445,gf,<8,1
445,gf,<9,0
445,gf,<10,0
445,rw,<BH,0
445,rw,<2.5,6
445,rw,<5,1
445,rw,<6,0
445,rw,<7,1
445,rw,<8,0
445,rw,<9,0
445,rw,<10,0
446,df,<BH,4
446,df,<2.5,0
446,df,<5,0
446,df,<6,0
446,df,<7,0
446,df,<8,0
446,df,<9,0
446,df,<10,0
446,rw,<BH,27
446,rw,<2.5,13
446,rw,<5,19
446,rw,<6,3
446,rw,<7,2
446,rw,<8,1
446,rw,<9,0
446,rw,<10,1
446,to,<BH,0
446,to,<2.5,2
446,to,<5,0
446,to,<6,0
446,to,<7,0
446,to,<8,0
446,to,<9,0
446,to,<10,0
447,df,<BH,23
447,df,<2.5,5
447,df,<5,1
447,df,<6,2
447,df,<7,2
447,df,<8,0
447,df,<9,1
447,df,<10,0
447,gf,<BH,6
447,gf,<2.5,1
447,gf,<5,0
447,gf,<6,0
447,gf,<7,0
447,gf,<8,0
447,gf,<9,0
447,gf,<10,0
447,to,<BH,6
447,to,<2.5,2
447,to,<5,0
447,to,<6,0
447,to,<7,0
447,to,<8,0
447,to,<9,0
447,to,<10,0
447,wm,<BH,0
447,wm,<2.5,0
447,wm,<5,0
447,wm,<6,1
447,wm,<7,0
447,wm,<8,0
447,wm,<9,0
447,wm,<10,0
447,rw,<BH,0
447,rw,<2.5,0
447,rw,<5,0
447,rw,<6,0
447,rw,<7,1
447,rw,<8,1
447,rw,<9,0
447,rw,<10,0
448,md,<BH,1
448,md,<2.5,0
448,md,<5,0
448,md,<6,0
448,md,<7,0
448,md,<8,0
448,md,<9,0
448,md,<10,0
448,wm,<BH,0
448,wm,<2.5,1
448,wm,<5,0
448,wm,<6,0
448,wm,<7,0
448,wm,<8,0
448,wm,<9,0
448,wm,<10,0
448,df,<BH,0
448,df,<2.5,2
448,df,<5,0
448,df,<6,0
448,df,<7,0
448,df,<8,0
448,df,<9,0
448,df,<10,0
448,rw,<BH,0
448,rw,<2.5,1
448,rw,<5,2
448,rw,<6,0
448,rw,<7,0
448,rw,<8,0
448,rw,<9,0
448,rw,<10,0
448,to,<BH,0
448,to,<2.5,3
448,to,<5,0
448,to,<6,0
448,to,<7,0
448,to,<8,1
448,to,<9,0
448,to,<10,0
449,to,<BH,89
449,to,<2.5,10
449,to,<5,4
449,to,<6,0
449,to,<7,0
449,to,<8,0
449,to,<9,0
449,to,<10,0
449,df,<BH,14
449,df,<2.5,3
449,df,<5,2
449,df,<6,1
449,df,<7,0
449,df,<8,0
449,df,<9,1
449,df,<10,0
440,df,<BH,4
440,df,<2.5,3
440,df,<5,1
440,df,<6,1
440,df,<7,0
440,df,<8,0
440,df,<9,1
440,df,<10,0
440,to,<BH,9
440,to,<2.5,6
440,to,<5,4
440,to,<6,2
440,to,<7,1
440,to,<8,0
440,to,<9,0
440,to,<10,0
440,rw,<BH,5
440,rw,<2.5,19
440,rw,<5,8
440,rw,<6,6
440,rw,<7,0
440,rw,<8,0
440,rw,<9,0
440,rw,<10,1
441,df,<BH,10
441,df,<2.5,0
441,df,<5,0
441,df,<6,0
441,df,<7,1
441,df,<8,0
441,df,<9,0
441,df,<10,0
441,gf,<BH,3
441,gf,<2.5,1
441,gf,<5,3
441,gf,<6,1
441,gf,<7,2
441,gf,<8,0
441,gf,<9,3
441,gf,<10,0
441,rw,<BH,0
441,rw,<2.5,7
441,rw,<5,7
441,rw,<6,0
441,rw,<7,1
441,rw,<8,0
441,rw,<9,1
441,rw,<10,1
441,wm,<BH,0
441,wm,<2.5,2
441,wm,<5,1
441,wm,<6,2
441,wm,<7,1
441,wm,<8,0
441,wm,<9,0
441,wm,<10,0
441,to,<BH,0
441,to,<2.5,1
441,to,<5,2
441,to,<6,0
441,to,<7,0
441,to,<8,0
441,to,<9,0
441,to,<10,0
442,df,<BH,13
442,df,<2.5,0
442,df,<5,2
442,df,<6,0
442,df,<7,0
442,df,<8,1
442,df,<9,1
442,df,<10,0
442,rw,<BH,6
442,rw,<2.5,0
442,rw,<5,7
442,rw,<6,2
442,rw,<7,3
442,rw,<8,1
442,rw,<9,1
442,rw,<10,1
442,gf,<BH,1
442,gf,<2.5,0
442,gf,<5,1
442,gf,<6,0
442,gf,<7,0
442,gf,<8,0
442,gf,<9,0
442,gf,<10,0
442,to,<BH,6
442,to,<2.5,0
442,to,<5,0
442,to,<6,0
442,to,<7,0
442,to,<8,0
442,to,<9,0
442,to,<10,0
443,df,<BH,47
443,df,<2.5,3
443,df,<5,0
443,df,<6,1
443,df,<7,0
443,df,<8,0
443,df,<9,0
443,df,<10,0
443,gf,<BH,13
443,gf,<2.5,0
443,gf,<5,0
443,gf,<6,0
443,gf,<7,0
443,gf,<8,0
443,gf,<9,1
443,gf,<10,0
443,to,<BH,1
443,to,<2.5,0
443,to,<5,0
443,to,<6,0
443,to,<7,0
443,to,<8,0
443,to,<9,0
443,to,<10,0
443,rw,<BH,0
443,rw,<2.5,10
443,rw,<5,0
443,rw,<6,3
443,rw,<7,0
443,rw,<8,8
443,rw,<9,0
443,rw,<10,1
444,df,<BH,17
444,df,<2.5,0
444,df,<5,0
444,df,<6,0
444,df,<7,0
444,df,<8,0
444,df,<9,0
444,df,<10,0
444,gf,<BH,8
444,gf,<2.5,3
444,gf,<5,4
444,gf,<6,0
444,gf,<7,0
444,gf,<8,1
444,gf,<9,0
444,gf,<10,0
444,to,<BH,0
444,to,<2.5,1
444,to,<5,0
444,to,<6,0
444,to,<7,0
444,to,<8,0
444,to,<9,0
444,to,<10,0
133,rw,<BH,17
133,rw,<2.5,20
133,rw,<5,10
133,rw,<6,4
133,rw,<7,1
133,rw,<8,1
133,rw,<9,0
133,rw,<10,1
133,to,<BH,26
133,to,<2.5,31
133,to,<5,17
133,to,<6,7
133,to,<7,7
133,to,<8,6
133,to,<9,0
133,to,<10,0
133,df,<BH,0
133,df,<2.5,9
133,df,<5,23
133,df,<6,5
133,df,<7,9
133,df,<8,3
133,df,<9,2
133,df,<10,1
133,gf,<BH,0
133,gf,<2.5,7
133,gf,<5,9
133,gf,<6,0
133,gf,<7,1
133,gf,<8,0
133,gf,<9,0
133,gf,<10,1
134,rw,<BH,0
134,rw,<2.5,0
134,rw,<5,1
134,rw,<6,3
134,rw,<7,1
134,rw,<8,1
134,rw,<9,0
134,rw,<10,1
134,to,<BH,40
134,to,<2.5,39
134,to,<5,31
134,to,<6,16
134,to,<7,39
134,to,<8,14
134,to,<9,0
134,to,<10,10
134,gf,<BH,3
134,gf,<2.5,0
134,gf,<5,0
134,gf,<6,0
134,gf,<7,0
134,gf,<8,0
134,gf,<9,0
134,gf,<10,0
134,df,<BH,0
134,df,<2.5,0
134,df,<5,1
134,df,<6,0
134,df,<7,0
134,df,<8,0
134,df,<9,0
134,df,<10,0
135,rw,<BH,4
135,rw,<2.5,11
135,rw,<5,14
135,rw,<6,4
135,rw,<7,3
135,rw,<8,0
135,rw,<9,1
135,rw,<10,4
135,to,<BH,3
135,to,<2.5,15
135,to,<5,3
135,to,<6,0
135,to,<7,1
135,to,<8,0
135,to,<9,0
135,to,<10,0
135,df,<BH,4
135,df,<2.5,18
135,df,<5,17
135,df,<6,4
135,df,<7,0
135,df,<8,0
135,df,<9,0
135,df,<10,0
135,gf,<BH,0
135,gf,<2.5,0
135,gf,<5,4
135,gf,<6,0
135,gf,<7,1
135,gf,<8,0
135,gf,<9,0
135,gf,<10,0
136,rw,<BH,11
136,rw,<2.5,24
136,rw,<5,6
136,rw,<6,0
136,rw,<7,0
136,rw,<8,0
136,rw,<9,0
136,rw,<10,1
136,to,<BH,10
136,to,<2.5,41
136,to,<5,2
136,to,<6,1
136,to,<7,2
136,to,<8,1
136,to,<9,0
136,to,<10,0
136,df,<BH,23
136,df,<2.5,16
136,df,<5,10
136,df,<6,2
136,df,<7,1
136,df,<8,2
136,df,<9,1
136,df,<10,2
136,gf,<BH,5
136,gf,<2.5,0
136,gf,<5,1
136,gf,<6,2
136,gf,<7,0
136,gf,<8,1
136,gf,<9,0
136,gf,<10,0
136,wm,<BH,0
136,wm,<2.5,4
136,wm,<5,1
136,wm,<6,0
136,wm,<7,0
136,wm,<8,0
136,wm,<9,0
136,wm,<10,0
139,rw,<BH,2
139,rw,<2.5,18
139,rw,<5,2
139,rw,<6,1
139,rw,<7,0
139,rw,<8,0
139,rw,<9,0
139,rw,<10,0
139,to,<BH,59
139,to,<2.5,77
139,to,<5,5
139,to,<6,0
139,to,<7,1
139,to,<8,1
139,to,<9,0
139,to,<10,1
139,df,<BH,11
139,df,<2.5,4
139,df,<5,3
139,df,<6,1
139,df,<7,1
139,df,<8,0
139,df,<9,0
139,df,<10,0
140,rw,<BH,8
140,rw,<2.5,9
140,rw,<5,5
140,rw,<6,0
140,rw,<7,0
140,rw,<8,0
140,rw,<9,1
140,rw,<10,0
140,to,<BH,62
140,to,<2.5,53
140,to,<5,13
140,to,<6,1
140,to,<7,1
140,to,<8,1
140,to,<9,1
140,to,<10,0
140,gc,<BH,1
140,gc,<2.5,0
140,gc,<5,0
140,gc,<6,0
140,gc,<7,0
140,gc,<8,1
140,gc,<9,0
140,gc,<10,0
140,gf,<BH,1
140,gf,<2.5,5
140,gf,<5,2
140,gf,<6,0
140,gf,<7,0
140,gf,<8,0
140,gf,<9,0
140,gf,<10,0
141,rw,<BH,0
141,rw,<2.5,3
141,rw,<5,1
141,rw,<6,0
141,rw,<7,1
141,rw,<8,0
141,rw,<9,0
141,rw,<10,0
141,to,<BH,26
141,to,<2.5,20
141,to,<5,2
141,to,<6,0
141,to,<7,0
141,to,<8,0
141,to,<9,0
141,to,<10,0
141,df,<BH,11
141,df,<2.5,0
141,df,<5,0
141,df,<6,0
141,df,<7,0
141,df,<8,0
141,df,<9,0
141,df,<10,0
141,md,<BH,7
141,md,<2.5,0
141,md,<5,0
141,md,<6,0
141,md,<7,0
141,md,<8,0
141,md,<9,0
141,md,<10,0
142,rw,<BH,11
142,rw,<2.5,49
142,rw,<5,7
142,rw,<6,1
142,rw,<7,0
142,rw,<8,0
142,rw,<9,0
142,rw,<10,2
142,to,<BH,72
142,to,<2.5,127
142,to,<5,5
142,to,<6,1
142,to,<7,0
142,to,<8,1
142,to,<9,0
142,to,<10,0
142,df,<BH,4
142,df,<2.5,0
142,df,<5,0
142,df,<6,0
142,df,<7,0
142,df,<8,0
142,df,<9,0
142,df,<10,0
142,md,<BH,4
142,md,<2.5,1
142,md,<5,0
142,md,<6,0
142,md,<7,0
142,md,<8,0
142,md,<9,0
142,md,<10,0
142,wm,<BH,0
142,wm,<2.5,3
142,wm,<5,0
142,wm,<6,0
142,wm,<7,0
142,wm,<8,0
142,wm,<9,0
142,wm,<10,0
142,gc,<BH,0
142,gc,<2.5,1
142,gc,<5,0
142,gc,<6,0
142,gc,<7,0
142,gc,<8,0
142,gc,<9,0
142,gc,<10,0
143,rw,<BH,5
143,rw,<2.5,24
143,rw,<5,5
143,rw,<6,1
143,rw,<7,0
143,rw,<8,0
143,rw,<9,0
143,rw,<10,0
143,to,<BH,39
143,to,<2.5,46
143,to,<5,3
143,to,<6,0
143,to,<7,0
143,to,<8,0
143,to,<9,0
143,to,<10,0
143,df,<BH,4
143,df,<2.5,0
143,df,<5,0
143,df,<6,0
143,df,<7,0
143,df,<8,0
143,df,<9,0
143,df,<10,0
144,to,<BH,12
144,to,<2.5,7
144,to,<5,6
144,to,<6,2
144,to,<7,2
144,to,<8,7
144,to,<9,1
144,to,<10,1
144,rw,<BH,0
144,rw,<2.5,3
144,rw,<5,5
144,rw,<6,0
144,rw,<7,1
144,rw,<8,1
144,rw,<9,0
144,rw,<10,0
144,df,<BH,0
144,df,<2.5,0
144,df,<5,2
144,df,<6,5
144,df,<7,7
144,df,<8,3
144,df,<9,3
144,df,<10,2
144,gf,<BH,0
144,gf,<2.5,2
144,gf,<5,2
144,gf,<6,0
144,gf,<7,1
144,gf,<8,0
144,gf,<9,0
144,gf,<10,0
145,rw,<BH,4
145,rw,<2.5,11
145,rw,<5,3
145,rw,<6,4
145,rw,<7,1
145,rw,<8,1
145,rw,<9,0
145,rw,<10,0
145,to,<BH,26
145,to,<2.5,42
145,to,<5,23
145,to,<6,2
145,to,<7,2
145,to,<8,2
145,to,<9,3
145,to,<10,2
145,df,<BH,13
145,df,<2.5,12
145,df,<5,6
145,df,<6,2
145,df,<7,3
145,df,<8,2
145,df,<9,1
145,df,<10,0
145,md,<BH,1
145,md,<2.5,2
145,md,<5,0
145,md,<6,0
145,md,<7,0
145,md,<8,0
145,md,<9,0
145,md,<10,0
145,gf,<BH,7
145,gf,<2.5,10
145,gf,<5,2
145,gf,<6,0
145,gf,<7,1
145,gf,<8,2
145,gf,<9,0
145,gf,<10,1
147,to,<BH,16
147,to,<2.5,25
147,to,<5,7
147,to,<6,1
147,to,<7,1
147,to,<8,0
147,to,<9,0
147,to,<10,1
147,df,<BH,1
147,df,<2.5,6
147,df,<5,8
147,df,<6,5
147,df,<7,2
147,df,<8,1
147,df,<9,2
147,df,<10,0
147,gf,<BH,3
147,gf,<2.5,3
147,gf,<5,4
147,gf,<6,1
147,gf,<7,0
147,gf,<8,0
147,gf,<9,0
147,gf,<10,0
147,md,<BH,5
147,md,<2.5,0
147,md,<5,0
147,md,<6,0
147,md,<7,0
147,md,<8,0
147,md,<9,0
147,md,<10,0
147,wm,<BH,0
147,wm,<2.5,5
147,wm,<5,0
147,wm,<6,0
147,wm,<7,0
147,wm,<8,0
147,wm,<9,0
147,wm,<10,0
147,rw,<BH,24
147,rw,<2.5,85
147,rw,<5,21
147,rw,<6,2
147,rw,<7,3
147,rw,<8,0
147,rw,<9,0
147,rw,<10,0
146,rw,<BH,2
146,rw,<2.5,22
146,rw,<5,10
146,rw,<6,4
146,rw,<7,3
146,rw,<8,0
146,rw,<9,0
146,rw,<10,0
146,to,<BH,11
146,to,<2.5,25
146,to,<5,4
146,to,<6,2
146,to,<7,0
146,to,<8,1
146,to,<9,0
146,to,<10,0
146,df,<BH,2
146,df,<2.5,37
146,df,<5,31
146,df,<6,11
146,df,<7,7
146,df,<8,1
146,df,<9,2
146,df,<10,3
146,gf,<BH,0
146,gf,<2.5,1
146,gf,<5,11
146,gf,<6,0
146,gf,<7,2
146,gf,<8,0
146,gf,<9,0
146,gf,<10,2
146,wm,<BH,15
146,wm,<2.5,8
146,wm,<5,1
146,wm,<6,0
146,wm,<7,1
146,wm,<8,0
146,wm,<9,0
146,wm,<10,0
148,rw,<BH,5
148,rw,<2.5,21
148,rw,<5,11
148,rw,<6,4
148,rw,<7,2
148,rw,<8,0
148,rw,<9,0
148,rw,<10,1
148,to,<BH,9
148,to,<2.5,74
148,to,<5,8
148,to,<6,0
148,to,<7,1
148,to,<8,1
148,to,<9,0
148,to,<10,1
148,df,<BH,0
148,df,<2.5,0
148,df,<5,1
148,df,<6,0
148,df,<7,0
148,df,<8,0
148,df,<9,0
148,df,<10,0
148,gf,<BH,0
148,gf,<2.5,4
148,gf,<5,0
148,gf,<6,0
148,gf,<7,0
148,gf,<8,0
148,gf,<9,0
148,gf,<10,0
148,wm,<BH,0
148,wm,<2.5,1
148,wm,<5,0
148,wm,<6,0
148,wm,<7,0
148,wm,<8,0
148,wm,<9,0
148,wm,<10,0
148,cb,<BH,0
148,cb,<2.5,3
148,cb,<5,0
148,cb,<6,0
148,cb,<7,0
148,cb,<8,0
148,cb,<9,0
148,cb,<10,0
148,gc,<BH,0
148,gc,<2.5,1
148,gc,<5,0
148,gc,<6,0
148,gc,<7,0
148,gc,<8,0
148,gc,<9,0
148,gc,<10,0
149,rw,<BH,8
149,rw,<2.5,23
149,rw,<5,5
149,rw,<6,1
149,rw,<7,0
149,rw,<8,0
149,rw,<9,0
149,rw,<10,0
149,to,<BH,17
149,to,<2.5,68
149,to,<5,20
149,to,<6,1
149,to,<7,1
149,to,<8,0
149,to,<9,0
149,to,<10,1
149,df,<BH,106
149,df,<2.5,0
149,df,<5,0
149,df,<6,0
149,df,<7,0
149,df,<8,0
149,df,<9,0
149,df,<10,1
149,gf,<BH,3
149,gf,<2.5,0
149,gf,<5,1
149,gf,<6,0
149,gf,<7,0
149,gf,<8,0
149,gf,<9,0
149,gf,<10,0
149,wm,<BH,3
149,wm,<2.5,7
149,wm,<5,0
149,wm,<6,0
149,wm,<7,0
149,wm,<8,0
149,wm,<9,0
149,wm,<10,0
149,md,<BH,31
149,md,<2.5,1
149,md,<5,0
149,md,<6,0
149,md,<7,0
149,md,<8,0
149,md,<9,0
149,md,<10,0
150,rw,<BH,8
150,rw,<2.5,12
150,rw,<5,19
150,rw,<6,3
150,rw,<7,1
150,rw,<8,0
150,rw,<9,2
150,rw,<10,0
150,to,<BH,100
150,to,<2.5,39
150,to,<5,40
150,to,<6,9
150,to,<7,3
150,to,<8,4
150,to,<9,3
150,to,<10,1
150,df,<BH,0
150,df,<2.5,5
150,df,<5,0
150,df,<6,0
150,df,<7,0
150,df,<8,0
150,df,<9,0
150,df,<10,0
151,rw,<BH,22
151,rw,<2.5,29
151,rw,<5,7
151,rw,<6,2
151,rw,<7,1
151,rw,<8,0
151,rw,<9,3
151,rw,<10,0
151,to,<BH,19
151,to,<2.5,61
151,to,<5,4
151,to,<6,1
151,to,<7,1
151,to,<8,0
151,to,<9,0
151,to,<10,0
151,df,<BH,27
151,df,<2.5,27
151,df,<5,9
151,df,<6,3
151,df,<7,0
151,df,<8,1
151,df,<9,0
151,df,<10,1
151,gf,<BH,2
151,gf,<2.5,2
151,gf,<5,0
151,gf,<6,0
151,gf,<7,0
151,gf,<8,0
151,gf,<9,0
151,gf,<10,0
151,wm,<BH,3
151,wm,<2.5,7
151,wm,<5,0
151,wm,<6,0
151,wm,<7,0
151,wm,<8,0
151,wm,<9,0
151,wm,<10,0
151,md,<BH,19
151,md,<2.5,0
151,md,<5,0
151,md,<6,0
151,md,<7,0
151,md,<8,0
151,md,<9,0
151,md,<10,0
152,rw,<BH,15
152,rw,<2.5,30
152,rw,<5,10
152,rw,<6,2
152,rw,<7,0
152,rw,<8,1
152,rw,<9,0
152,rw,<10,0
152,to,<BH,46
152,to,<2.5,33
152,to,<5,2
152,to,<6,0
152,to,<7,0
152,to,<8,0
152,to,<9,0
152,to,<10,0
152,df,<BH,59
152,df,<2.5,0
152,df,<5,0
152,df,<6,0
152,df,<7,0
152,df,<8,0
152,df,<9,0
152,df,<10,0
152,md,<BH,5
152,md,<2.5,0
152,md,<5,0
152,md,<6,0
152,md,<7,0
152,md,<8,0
152,md,<9,0
152,md,<10,0
152,hm,<BH,0
152,hm,<2.5,1
152,hm,<5,0
152,hm,<6,0
152,hm,<7,0
152,hm,<8,0
152,hm,<9,0
152,hm,<10,0
153,rw,<BH,11
153,rw,<2.5,6
153,rw,<5,3
153,rw,<6,1
153,rw,<7,0
153,rw,<8,0
153,rw,<9,1
153,rw,<10,1
153,to,<BH,41
153,to,<2.5,46
153,to,<5,8
153,to,<6,0
153,to,<7,0
153,to,<8,0
153,to,<9,2
153,to,<10,1
153,df,<BH,191
153,df,<2.5,0
153,df,<5,0
153,df,<6,0
153,df,<7,0
153,df,<8,0
153,df,<9,0
153,df,<10,0
153,gf,<BH,4
153,gf,<2.5,1
153,gf,<5,0
153,gf,<6,0
153,gf,<7,0
153,gf,<8,0
153,gf,<9,0
153,gf,<10,0
153,md,<BH,1
153,md,<2.5,0
153,md,<5,0
153,md,<6,0
153,md,<7,0
153,md,<8,0
153,md,<9,0
153,md,<10,0
154,rw,<BH,0
154,rw,<2.5,10
154,rw,<5,6
154,rw,<6,3
154,rw,<7,0
154,rw,<8,0
154,rw,<9,0
154,rw,<10,1
154,to,<BH,87
154,to,<2.5,92
154,to,<5,24
154,to,<6,4
154,to,<7,4
154,to,<8,5
154,to,<9,3
154,to,<10,2
154,df,<BH,4
154,df,<2.5,4
154,df,<5,4
154,df,<6,0
154,df,<7,0
154,df,<8,0
154,df,<9,0
154,df,<10,0
154,gf,<BH,0
154,gf,<2.5,0
154,gf,<5,1
154,gf,<6,0
154,gf,<7,0
154,gf,<8,0
154,gf,<9,0
154,gf,<10,0
154,md,<BH,0
154,md,<2.5,2
154,md,<5,1
154,md,<6,0
154,md,<7,0
154,md,<8,0
154,md,<9,0
154,md,<10,0
155,rw,<BH,19
