collectid,spp,sizeclass,count
205,rw,<6,0
205,rw,<7,0
205,rw,<8,1
205,rw,<9,0
205,rw,<10,0
205,to,<BH,2
205,to,<2.5,0
205,to,<5,0
205,to,<6,0
205,to,<7,0
205,to,<8,0
205,to,<9,0
205,to,<10,0
205,df,<BH,0
205,df,<2.5,2
205,df,<5,3
205,df,<6,0
205,df,<7,1
205,df,<8,0
205,df,<9,0
205,df,<10,3
205,gf,<BH,0
205,gf,<2.5,0
205,gf,<5,4
205,gf,<6,2
205,gf,<7,0
205,gf,<8,1
205,gf,<9,0
205,gf,<10,1
206,rw,<BH,11
206,rw,<2.5,0
206,rw,<5,1
206,rw,<6,0
206,rw,<7,0
206,rw,<8,0
206,rw,<9,1
206,rw,<10,1
206,to,<BH,2
206,to,<2.5,0
206,to,<5,0
206,to,<6,0
206,to,<7,0
206,to,<8,0
206,to,<9,0
206,to,<10,0
206,gf,<BH,0
206,gf,<2.5,0
206,gf,<5,1
206,gf,<6,0
206,gf,<7,0
206,gf,<8,0
206,gf,<9,1
206,gf,<10,2
207,rw,<BH,0
207,rw,<2.5,2
207,rw,<5,0
207,rw,<6,0
207,rw,<7,0
207,rw,<8,1
207,rw,<9,0
207,rw,<10,1
207,df,<BH,7
207,df,<2.5,0
207,df,<5,0
207,df,<6,0
207,df,<7,0
207,df,<8,0
207,df,<9,0
207,df,<10,0
207,gf,<BH,0
207,gf,<2.5,0
207,gf,<5,2
207,gf,<6,3
207,gf,<7,3
207,gf,<8,0
207,gf,<9,4
207,gf,<10,1
207,to,<BH,8
207,to,<2.5,2
207,to,<5,1
207,to,<6,0
207,to,<7,0
207,to,<8,0
207,to,<9,0
207,to,<10,0
208,gf,<BH,0
208,gf,<2.5,4
208,gf,<5,7
208,gf,<6,4
208,gf,<7,0
208,gf,<8,0
208,gf,<9,0
208,gf,<10,1
208,to,<BH,11
208,to,<2.5,2
208,to,<5,7
208,to,<6,2
208,to,<7,3
208,to,<8,4
208,to,<9,2
208,to,<10,4
209,rw,<BH,1
209,rw,<2.5,0
209,rw,<5,2
209,rw,<6,0
209,rw,<7,1
209,rw,<8,1
209,rw,<9,0
209,rw,<10,1
209,df,<BH,0
209,df,<2.5,0
209,df,<5,0
209,df,<6,0
209,df,<7,1
209,df,<8,0
209,df,<9,0
209,df,<10,1
209,gf,<BH,0
209,gf,<2.5,3
209,gf,<5,1
209,gf,<6,0
209,gf,<7,0
209,gf,<8,1
209,gf,<9,1
209,gf,<10,0
209,to,<BH,20
209,to,<2.5,7
209,to,<5,7
209,to,<6,2
209,to,<7,2
209,to,<8,0
209,to,<9,2
209,to,<10,0
210,rw,<BH,0
210,rw,<2.5,11
210,rw,<5,2
210,rw,<6,0
210,rw,<7,0
210,rw,<8,0
210,rw,<9,0
210,rw,<10,0
210,df,<BH,0
210,df,<2.5,0
210,df,<5,1
210,df,<6,1
210,df,<7,2
210,df,<8,0
210,df,<9,0
210,df,<10,1
210,gf,<BH,0
210,gf,<2.5,6
210,gf,<5,3
210,gf,<6,1
210,gf,<7,0
210,gf,<8,1
210,gf,<9,0
210,gf,<10,0
210,to,<BH,18
210,to,<2.5,22
210,to,<5,10
210,to,<6,5
210,to,<7,1
210,to,<8,1
210,to,<9,0
210,to,<10,2
211,rw,<BH,0
211,rw,<2.5,3
211,rw,<5,3
211,rw,<6,0
211,rw,<7,1
211,rw,<8,1
211,rw,<9,0
211,rw,<10,1
211,df,<BH,1
211,df,<2.5,0
211,df,<5,1
211,df,<6,0
211,df,<7,1
211,df,<8,0
211,df,<9,0
211,df,<10,0
211,to,<BH,36
211,to,<2.5,3
211,to,<5,2
211,to,<6,2
211,to,<7,0
211,to,<8,0
211,to,<9,0
211,to,<10,0
