stageid,site,treatment,burn,plotnum,spp,sizeclass,count,seedlingradius,saplingradius,notes
1,dun,m,nb,3,df,<8,0,5.64,11.28,
1,dun,m,nb,3,df,<9,0,5.64,11.28,
1,dun,m,nb,3,df,<10,1,5.64,11.28,
1,dun,m,nb,3,md,<BH,4,5.64,11.28,
1,dun,m,nb,3,md,<2.5,3,5.64,11.28,
1,dun,m,nb,3,md,<5,0,5.64,11.28,
1,dun,m,nb,3,md,<6,0,5.64,11.28,
1,dun,m,nb,3,md,<7,0,5.64,11.28,
1,dun,m,nb,3,md,<8,0,5.64,11.28,
1,dun,m,nb,3,md,<9,0,5.64,11.28,
1,dun,m,nb,3,md,<10,0,5.64,11.28,
1,dun,m,nb,1,to,<BH,45,5.64,11.28,
1,dun,m,nb,1,to,<2.5,26,5.64,11.28,
1,dun,m,nb,1,to,<5,6,5.64,11.28,
1,dun,m,nb,1,to,<6,3,5.64,11.28,
1,dun,m,nb,1,to,<7,1,5.64,11.28,
1,dun,m,nb,1,to,<8,1,5.64,11.28,
1,dun,m,nb,1,to,<9,0,5.64,11.28,
1,dun,m,nb,1,to,<10,0,5.64,11.28,
1,dun,m,nb,1,df,<BH,0,5.64,11.28,
1,dun,m,nb,1,df,<2.5,6,5.64,11.28,
1,dun,m,nb,1,df,<5,0,5.64,11.28,
1,dun,m,nb,1,df,<6,0,5.64,11.28,
1,dun,m,nb,1,df,<7,0,5.64,11.28,
1,dun,m,nb,1,df,<8,0,5.64,11.28,
1,dun,m,nb,1,df,<9,0,5.64,11.28,
1,dun,m,nb,1,df,<10,0,5.64,11.28,
1,dun,m,nb,1,rw,<BH,2,5.64,11.28,
1,dun,m,nb,1,rw,<2.5,2,5.64,11.28,
1,dun,m,nb,1,rw,<5,1,5.64,11.28,
1,dun,m,nb,1,rw,<6,1,5.64,11.28,
1,dun,m,nb,1,rw,<7,0,5.64,11.28,
1,dun,m,nb,1,rw,<8,0,5.64,11.28,
1,dun,m,nb,1,rw,<9,0,5.64,11.28,
1,dun,m,nb,1,rw,<10,0,5.64,11.28,
1,dun,m,nb,1,gf,<BH,4,5.64,11.28,
1,dun,m,nb,1,gf,<2.5,0,5.64,11.28,
1,dun,m,nb,1,gf,<5,0,5.64,11.28,
1,dun,m,nb,1,gf,<6,0,5.64,11.28,
1,dun,m,nb,1,gf,<7,0,5.64,11.28,
1,dun,m,nb,1,gf,<8,0,5.64,11.28,
1,dun,m,nb,1,gf,<9,0,5.64,11.28,
1,dun,m,nb,1,gf,<10,0,5.64,11.28,
1,dun,np,b,7,to,<BH,33,5.64,11.28,
1,dun,np,b,7,to,<2.5,19,5.64,11.28,
1,dun,np,b,7,to,<5,17,5.64,11.28,
1,dun,np,b,7,to,<6,3,5.64,11.28,
1,dun,np,b,7,to,<7,1,5.64,11.28,
1,dun,np,b,7,to,<8,2,5.64,11.28,
1,dun,np,b,7,to,<9,2,5.64,11.28,
1,dun,np,b,7,to,<10,0,5.64,11.28,
1,dun,np,b,7,df,<BH,6,5.64,11.28,
1,dun,np,b,7,df,<2.5,16,5.64,11.28,
1,dun,np,b,7,df,<5,11,5.64,11.28,
1,dun,np,b,7,df,<6,4,5.64,11.28,
1,dun,np,b,7,df,<7,1,5.64,11.28,
1,dun,np,b,7,df,<8,0,5.64,11.28,
1,dun,np,b,7,df,<9,0,5.64,11.28,
1,dun,np,b,7,df,<10,0,5.64,11.28,
1,dun,np,b,7,rw,<BH,3,5.64,11.28,
1,dun,np,b,7,rw,<2.5,12,5.64,11.28,
1,dun,np,b,7,rw,<5,2,5.64,11.28,
1,dun,np,b,7,rw,<6,2,5.64,11.28,
1,dun,np,b,7,rw,<7,0,5.64,11.28,
1,dun,np,b,7,rw,<8,1,5.64,11.28,
1,dun,np,b,7,rw,<9,1,5.64,11.28,
1,dun,np,b,7,rw,<10,2,5.64,11.28,
1,dun,np,b,7,gf,<BH,1,5.64,11.28,
1,dun,np,b,7,gf,<2.5,2,5.64,11.28,
1,dun,np,b,7,gf,<5,0,5.64,11.28,
1,dun,np,b,7,gf,<6,0,5.64,11.28,
1,dun,np,b,7,gf,<7,0,5.64,11.28,
1,dun,np,b,7,gf,<8,0,5.64,11.28,
1,dun,np,b,7,gf,<9,0,5.64,11.28,
1,dun,np,b,7,gf,<10,0,5.64,11.28,
1,dun,np,b,11,to,<BH,42,5.64,11.28,
1,dun,np,b,11,to,<2.5,58,5.64,11.28,
1,dun,np,b,11,to,<5,8,5.64,11.28,
1,dun,np,b,11,to,<6,0,5.64,11.28,
1,dun,np,b,11,to,<7,0,5.64,11.28,
1,dun,np,b,11,to,<8,0,5.64,11.28,
1,dun,np,b,11,to,<9,1,5.64,11.28,
1,dun,np,b,11,to,<10,0,5.64,11.28,
1,dun,np,b,11,gf,<BH,7,5.64,11.28,
1,dun,np,b,11,gf,<2.5,3,5.64,11.28,
1,dun,np,b,11,gf,<5,1,5.64,11.28,
1,dun,np,b,11,gf,<6,0,5.64,11.28,
1,dun,np,b,11,gf,<7,0,5.64,11.28,
1,dun,np,b,11,gf,<8,0,5.64,11.28,
1,dun,np,b,11,gf,<9,0,5.64,11.28,
1,dun,np,b,11,gf,<10,0,5.64,11.28,
1,dun,np,b,11,rw,<BH,15,5.64,11.28,
1,dun,np,b,11,rw,<2.5,5,5.64,11.28,
1,dun,np,b,11,rw,<5,1,5.64,11.28,
1,dun,np,b,11,rw,<6,1,5.64,11.28,
1,dun,np,b,11,rw,<7,0,5.64,11.28,
1,dun,np,b,11,rw,<8,2,5.64,11.28,
1,dun,np,b,11,rw,<9,1,5.64,11.28,
1,dun,np,b,11,rw,<10,1,5.64,11.28,
1,dun,np,b,5,to,<BH,160,5.64,11.28,
1,dun,np,b,5,to,<2.5,17,5.64,11.28,
1,dun,np,b,5,to,<5,14,5.64,11.28,
1,dun,np,b,5,to,<6,3,5.64,11.28,
1,dun,np,b,5,to,<7,3,5.64,11.28,
1,dun,np,b,5,to,<8,1,5.64,11.28,
1,dun,np,b,5,to,<9,0,5.64,11.28,
1,dun,np,b,5,to,<10,1,5.64,11.28,
1,dun,np,b,5,gf,<BH,3,5.64,11.28,
1,dun,np,b,5,gf,<2.5,5,5.64,11.28,
1,dun,np,b,5,gf,<5,3,5.64,11.28,
1,dun,np,b,5,gf,<6,0,5.64,11.28,
1,dun,np,b,5,gf,<7,3,5.64,11.28,
1,dun,np,b,5,gf,<8,0,5.64,11.28,
1,dun,np,b,5,gf,<9,0,5.64,11.28,
1,dun,np,b,5,gf,<10,0,5.64,11.28,
1,dun,np,b,5,df,<BH,4,5.64,11.28,
1,dun,np,b,5,df,<2.5,3,5.64,11.28,
1,dun,np,b,5,df,<5,3,5.64,11.28,
1,dun,np,b,5,df,<6,0,5.64,11.28,
1,dun,np,b,5,df,<7,0,5.64,11.28,
1,dun,np,b,5,df,<8,0,5.64,11.28,
1,dun,np,b,5,df,<9,0,5.64,11.28,
1,dun,np,b,5,df,<10,1,5.64,11.28,
1,dun,np,b,5,rw,<BH,0,5.64,11.28,
1,dun,np,b,5,rw,<2.5,2,5.64,11.28,
1,dun,np,b,5,rw,<5,1,5.64,11.28,
1,dun,np,b,5,rw,<6,0,5.64,11.28,
1,dun,np,b,5,rw,<7,1,5.64,11.28,
1,dun,np,b,5,rw,<8,1,5.64,11.28,
1,dun,np,b,5,rw,<9,1,5.64,11.28,
1,dun,np,b,5,rw,<10,0,5.64,11.28,
1,dun,np,b,4,to,<BH,77,5.64,11.28,
1,dun,np,b,4,to,<2.5,33,5.64,11.28,
1,dun,np,b,4,to,<5,14,5.64,11.28,
1,dun,np,b,4,to,<6,2,5.64,11.28,
1,dun,np,b,4,to,<7,1,5.64,11.28,
1,dun,np,b,4,to,<8,3,5.64,11.28,
1,dun,np,b,4,to,<9,0,5.64,11.28,
1,dun,np,b,4,to,<10,0,5.64,11.28,
1,dun,np,b,4,rw,<BH,3,5.64,11.28,
1,dun,np,b,4,rw,<2.5,7,5.64,11.28,
1,dun,np,b,4,rw,<5,5,5.64,11.28,
1,dun,np,b,4,rw,<6,0,5.64,11.28,
1,dun,np,b,4,rw,<7,0,5.64,11.28,
1,dun,np,b,4,rw,<8,0,5.64,11.28,
1,dun,np,b,4,rw,<9,0,5.64,11.28,
1,dun,np,b,4,rw,<10,0,5.64,11.28,
1,dun,np,b,4,df,<BH,1,5.64,11.28,
1,dun,np,b,4,df,<2.5,7,5.64,11.28,
1,dun,np,b,4,df,<5,4,5.64,11.28,
1,dun,np,b,4,df,<6,0,5.64,11.28,
1,dun,np,b,4,df,<7,0,5.64,11.28,
1,dun,np,b,4,df,<8,0,5.64,11.28,
1,dun,np,b,4,df,<9,0,5.64,11.28,
1,dun,np,b,4,df,<10,0,5.64,11.28,
1,dun,np,b,1,to,<BH,49,5.64,11.28,
1,dun,np,b,1,to,<2.5,47,5.64,11.28,
1,dun,np,b,1,to,<5,25,5.64,11.28,
1,dun,np,b,1,to,<6,0,5.64,11.28,
1,dun,np,b,1,to,<7,0,5.64,11.28,
1,dun,np,b,1,to,<8,0,5.64,11.28,
1,dun,np,b,1,to,<9,0,5.64,11.28,
1,dun,np,b,1,to,<10,0,5.64,11.28,
1,dun,np,b,1,rw,<BH,17,5.64,11.28,
1,dun,np,b,1,rw,<2.5,28,5.64,11.28,
1,dun,np,b,1,rw,<5,8,5.64,11.28,
1,dun,np,b,1,rw,<6,0,5.64,11.28,
1,dun,np,b,1,rw,<7,1,5.64,11.28,
1,dun,np,b,1,rw,<8,3,5.64,11.28,
1,dun,np,b,1,rw,<9,1,5.64,11.28,
1,dun,np,b,1,rw,<10,2,5.64,11.28,
1,dun,np,b,1,df,<BH,1,5.64,11.28,
1,dun,np,b,1,df,<2.5,9,5.64,11.28,
1,dun,np,b,1,df,<5,2,5.64,11.28,
1,dun,np,b,1,df,<6,0,5.64,11.28,
1,dun,np,b,1,df,<7,1,5.64,11.28,
1,dun,np,b,1,df,<8,0,5.64,11.28,
1,dun,np,b,1,df,<9,0,5.64,11.28,
1,dun,np,b,1,df,<10,0,5.64,11.28,
1,dun,np,b,1,gf,<BH,0,5.64,11.28,
1,dun,np,b,1,gf,<2.5,1,5.64,11.28,
1,dun,np,b,1,gf,<5,3,5.64,11.28,
1,dun,np,b,1,gf,<6,1,5.64,11.28,
1,dun,np,b,1,gf,<7,0,5.64,11.28,
1,dun,np,b,1,gf,<8,0,5.64,11.28,
1,dun,np,b,1,gf,<9,0,5.64,11.28,
1,dun,np,b,1,gf,<10,0,5.64,11.28,
1,dun,np,b,1,hm,<BH,0,5.64,11.28,
1,dun,np,b,1,hm,<2.5,3,5.64,11.28,
1,dun,np,b,1,hm,<5,2,5.64,11.28,
1,dun,np,b,1,hm,<6,0,5.64,11.28,
1,dun,np,b,1,hm,<7,0,5.64,11.28,
1,dun,np,b,1,hm,<8,0,5.64,11.28,
1,dun,np,b,1,hm,<9,0,5.64,11.28,
1,dun,np,b,1,hm,<10,0,5.64,11.28,
1,dun,np,nb,8,to,<BH,183,5.64,11.28,
1,dun,np,nb,8,to,<2.5,21,5.64,11.28,
1,dun,np,nb,8,to,<5,13,5.64,11.28,
1,dun,np,nb,8,to,<6,1,5.64,11.28,
1,dun,np,nb,8,to,<7,2,5.64,11.28,
1,dun,np,nb,8,to,<8,1,5.64,11.28,
1,dun,np,nb,8,to,<9,0,5.64,11.28,
1,dun,np,nb,8,to,<10,1,5.64,11.28,
1,dun,np,nb,8,rw,<BH,1,5.64,11.28,
1,dun,np,nb,8,rw,<2.5,2,5.64,11.28,
1,dun,np,nb,8,rw,<5,1,5.64,11.28,
1,dun,np,nb,8,rw,<6,0,5.64,11.28,
1,dun,np,nb,8,rw,<7,1,5.64,11.28,
1,dun,np,nb,8,rw,<8,0,5.64,11.28,
1,dun,np,nb,8,rw,<9,0,5.64,11.28,
1,dun,np,nb,8,rw,<10,0,5.64,11.28,
1,dun,np,nb,8,gf,<BH,0,5.64,11.28,
1,dun,np,nb,8,gf,<2.5,0,5.64,11.28,
1,dun,np,nb,8,gf,<5,1,5.64,11.28,
1,dun,np,nb,8,gf,<6,0,5.64,11.28,
1,dun,np,nb,8,gf,<7,0,5.64,11.28,
1,dun,np,nb,8,gf,<8,0,5.64,11.28,
1,dun,np,nb,8,gf,<9,1,5.64,11.28,
1,dun,np,nb,8,gf,<10,0,5.64,11.28,
1,dun,np,nb,1,gf,<BH,48,5.64,11.28,
1,dun,np,nb,1,gf,<2.5,2,5.64,11.28,
1,dun,np,nb,1,gf,<5,0,5.64,11.28,
1,dun,np,nb,1,gf,<6,0,5.64,11.28,
1,dun,np,nb,1,gf,<7,0,5.64,11.28,
1,dun,np,nb,1,gf,<8,0,5.64,11.28,
1,dun,np,nb,1,gf,<9,0,5.64,11.28,
1,dun,np,nb,1,gf,<10,0,5.64,11.28,
1,dun,np,nb,1,rw,<BH,3,5.64,11.28,
1,dun,np,nb,1,rw,<2.5,12,5.64,11.28,
1,dun,np,nb,1,rw,<5,8,5.64,11.28,
1,dun,np,nb,1,rw,<6,1,5.64,11.28,
1,dun,np,nb,1,rw,<7,0,5.64,11.28,
1,dun,np,nb,1,rw,<8,0,5.64,11.28,
1,dun,np,nb,1,rw,<9,0,5.64,11.28,
1,dun,np,nb,1,rw,<10,0,5.64,11.28,
1,dun,np,nb,1,df,<BH,11,5.64,11.28,
1,dun,np,nb,1,df,<2.5,0,5.64,11.28,
1,dun,np,nb,1,df,<5,0,5.64,11.28,
1,dun,np,nb,1,df,<6,0,5.64,11.28,
1,dun,np,nb,1,df,<7,0,5.64,11.28,
1,dun,np,nb,1,df,<8,0,5.64,11.28,
1,dun,np,nb,1,df,<9,0,5.64,11.28,
1,dun,np,nb,1,df,<10,0,5.64,11.28,
1,dun,np,nb,1,to,<BH,19,5.64,11.28,
1,dun,np,nb,1,to,<2.5,39,5.64,11.28,
1,dun,np,nb,1,to,<5,1,5.64,11.28,
1,dun,np,nb,1,to,<6,0,5.64,11.28,
1,dun,np,nb,1,to,<7,1,5.64,11.28,
1,dun,np,nb,1,to,<8,1,5.64,11.28,
1,dun,np,nb,1,to,<9,1,5.64,11.28,
1,dun,np,nb,1,to,<10,0,5.64,11.28,
1,dun,np,nb,2,rw,<BH,31,5.64,11.28,
1,dun,np,nb,2,rw,<2.5,21,5.64,11.28,
1,dun,np,nb,2,rw,<5,8,5.64,11.28,
1,dun,np,nb,2,rw,<6,0,5.64,11.28,
1,dun,np,nb,2,rw,<7,0,5.64,11.28,
1,dun,np,nb,2,rw,<8,2,5.64,11.28,
1,dun,np,nb,2,rw,<9,0,5.64,11.28,
1,dun,np,nb,2,rw,<10,0,5.64,11.28,
1,dun,np,nb,2,to,<BH,35,5.64,11.28,
1,dun,np,nb,2,to,<2.5,33,5.64,11.28,
1,dun,np,nb,2,to,<5,0,5.64,11.28,
1,dun,np,nb,2,to,<6,0,5.64,11.28,
1,dun,np,nb,2,to,<7,0,5.64,11.28,
1,dun,np,nb,2,to,<8,0,5.64,11.28,
1,dun,np,nb,2,to,<9,0,5.64,11.28,
1,dun,np,nb,2,to,<10,0,5.64,11.28,
1,dun,np,nb,2,gf,<BH,52,5.64,11.28,
1,dun,np,nb,2,gf,<2.5,0,5.64,11.28,
1,dun,np,nb,2,gf,<5,0,5.64,11.28,
1,dun,np,nb,2,gf,<6,0,5.64,11.28,
1,dun,np,nb,2,gf,<7,0,5.64,11.28,
1,dun,np,nb,2,gf,<8,0,5.64,11.28,
1,dun,np,nb,2,gf,<9,0,5.64,11.28,
1,dun,np,nb,2,gf,<10,0,5.64,11.28,
1,dun,np,nb,2,df,<BH,11,5.64,11.28,
1,dun,np,nb,2,df,<2.5,0,5.64,11.28,
1,dun,np,nb,2,df,<5,0,5.64,11.28,
1,dun,np,nb,2,df,<6,0,5.64,11.28,
1,dun,np,nb,2,df,<7,0,5.64,11.28,
1,dun,np,nb,2,df,<8,0,5.64,11.28,
1,dun,np,nb,2,df,<9,0,5.64,11.28,
1,dun,np,nb,2,df,<10,0,5.64,11.28,
1,dun,np,nb,10,to,<BH,115,5.64,11.28,
1,dun,np,nb,10,to,<2.5,19,5.64,11.28,
1,dun,np,nb,10,to,<5,1,5.64,11.28,
1,dun,np,nb,10,to,<6,0,5.64,11.28,
1,dun,np,nb,10,to,<7,3,5.64,11.28,
1,dun,np,nb,10,to,<8,0,5.64,11.28,
1,dun,np,nb,10,to,<9,0,5.64,11.28,
1,dun,np,nb,10,to,<10,0,5.64,11.28,
1,dun,np,nb,10,gf,<BH,5,5.64,11.28,
1,dun,np,nb,10,gf,<2.5,8,5.64,11.28,
1,dun,np,nb,10,gf,<5,2,5.64,11.28,
1,dun,np,nb,10,gf,<6,0,5.64,11.28,
1,dun,np,nb,10,gf,<7,0,5.64,11.28,
1,dun,np,nb,10,gf,<8,0,5.64,11.28,
1,dun,np,nb,10,gf,<9,0,5.64,11.28,
1,dun,np,nb,10,gf,<10,0,5.64,11.28,
1,dun,np,nb,10,df,<BH,8,5.64,11.28,
1,dun,np,nb,10,df,<2.5,0,5.64,11.28,
1,dun,np,nb,10,df,<5,5,5.64,11.28,
1,dun,np,nb,10,df,<6,0,5.64,11.28,
1,dun,np,nb,10,df,<7,0,5.64,11.28,
1,dun,np,nb,10,df,<8,0,5.64,11.28,
1,dun,np,nb,10,df,<9,0,5.64,11.28,
1,dun,np,nb,10,df,<10,0,5.64,11.28,
1,dun,np,nb,10,rw,<BH,40,5.64,11.28,
1,dun,np,nb,10,rw,<2.5,1,5.64,11.28,
1,dun,np,nb,10,rw,<5,8,5.64,11.28,
1,dun,np,nb,10,rw,<6,2,5.64,11.28,
1,dun,np,nb,10,rw,<7,3,5.64,11.28,
1,dun,np,nb,10,rw,<8,0,5.64,11.28,
1,dun,np,nb,10,rw,<9,0,5.64,11.28,
1,dun,np,nb,10,rw,<10,0,5.64,11.28,
1,dun,np,nb,4,to,<BH,91,5.64,11.28,
1,dun,np,nb,4,to,<2.5,71,5.64,11.28,
1,dun,np,nb,4,to,<5,12,5.64,11.28,
1,dun,np,nb,4,to,<6,0,5.64,11.28,
1,dun,np,nb,4,to,<7,0,5.64,11.28,
1,dun,np,nb,4,to,<8,0,5.64,11.28,
1,dun,np,nb,4,to,<9,0,5.64,11.28,
1,dun,np,nb,4,to,<10,1,5.64,11.28,
1,dun,np,nb,4,gf,<BH,0,5.64,11.28,
1,dun,np,nb,4,gf,<2.5,1,5.64,11.28,
1,dun,np,nb,4,gf,<5,0,5.64,11.28,
1,dun,np,nb,4,gf,<6,0,5.64,11.28,
1,dun,np,nb,4,gf,<7,0,5.64,11.28,
1,dun,np,nb,4,gf,<8,0,5.64,11.28,
1,dun,np,nb,4,gf,<9,0,5.64,11.28,
1,dun,np,nb,4,gf,<10,0,5.64,11.28,
1,dun,np,nb,4,rw,<BH,15,5.64,11.28,
1,dun,np,nb,4,rw,<2.5,0,5.64,11.28,
1,dun,np,nb,4,rw,<5,1,5.64,11.28,
1,dun,np,nb,4,rw,<6,1,5.64,11.28,
1,dun,np,nb,4,rw,<7,1,5.64,11.28,
1,dun,np,nb,4,rw,<8,0,5.64,11.28,
1,dun,np,nb,4,rw,<9,0,5.64,11.28,
1,dun,np,nb,4,rw,<10,0,5.64,11.28,
1,dun,np,nb,4,df,<BH,2,5.64,11.28,
1,dun,np,nb,4,df,<2.5,0,5.64,11.28,
1,dun,np,nb,4,df,<5,0,5.64,11.28,
1,dun,np,nb,4,df,<6,0,5.64,11.28,
1,dun,np,nb,4,df,<7,0,5.64,11.28,
1,dun,np,nb,4,df,<8,0,5.64,11.28,
1,dun,np,nb,4,df,<9,0,5.64,11.28,
1,dun,np,nb,4,df,<10,0,5.64,11.28,
1,fair,ls,b,2,rw,<BH,2,5.64,11.28,
1,fair,ls,b,2,rw,<2.5,16,5.64,11.28,
1,fair,ls,b,2,rw,<5,5,5.64,11.28,
1,fair,ls,b,2,rw,<6,2,5.64,11.28,
1,fair,ls,b,2,rw,<7,0,5.64,11.28,
1,fair,ls,b,2,rw,<8,0,5.64,11.28,
1,fair,ls,b,2,rw,<9,0,5.64,11.28,
1,fair,ls,b,2,rw,<10,0,5.64,11.28,
1,fair,ls,b,2,df,<BH,2,5.64,11.28,
1,fair,ls,b,2,df,<2.5,2,5.64,11.28,
1,fair,ls,b,2,df,<5,6,5.64,11.28,
1,fair,ls,b,2,df,<6,5,5.64,11.28,
1,fair,ls,b,2,df,<7,0,5.64,11.28,
1,fair,ls,b,2,df,<8,1,5.64,11.28,
1,fair,ls,b,2,df,<9,0,5.64,11.28,
1,fair,ls,b,2,df,<10,0,5.64,11.28,
1,fair,ls,b,2,hm,<BH,3,5.64,11.28,
1,fair,ls,b,2,hm,<2.5,19,5.64,11.28,
1,fair,ls,b,2,hm,<5,7,5.64,11.28,
1,fair,ls,b,2,hm,<6,2,5.64,11.28,
1,fair,ls,b,2,hm,<7,2,5.64,11.28,
1,fair,ls,b,2,hm,<8,0,5.64,11.28,
1,fair,ls,b,2,hm,<9,0,5.64,11.28,
1,fair,ls,b,2,hm,<10,0,5.64,11.28,
1,fair,ls,b,2,to,<BH,7,5.64,11.28,
1,fair,ls,b,2,to,<2.5,16,5.64,11.28,
1,fair,ls,b,2,to,<5,6,5.64,11.28,
1,fair,ls,b,2,to,<6,4,5.64,11.28,
1,fair,ls,b,2,to,<7,1,5.64,11.28,
1,fair,ls,b,2,to,<8,2,5.64,11.28,
1,fair,ls,b,2,to,<9,0,5.64,11.28,
1,fair,ls,b,2,to,<10,0,5.64,11.28,
1,fair,ls,b,1,rw,<BH,5,5.64,11.28,
1,fair,ls,b,1,rw,<2.5,8,5.64,11.28,
1,fair,ls,b,1,rw,<5,3,5.64,11.28,
1,fair,ls,b,1,rw,<6,3,5.64,11.28,
1,fair,ls,b,1,rw,<7,2,5.64,11.28,
1,fair,ls,b,1,rw,<8,1,5.64,11.28,
1,fair,ls,b,1,rw,<9,1,5.64,11.28,
1,fair,ls,b,1,rw,<10,1,5.64,11.28,
1,fair,ls,b,1,to,<BH,1,5.64,11.28,
1,fair,ls,b,1,to,<2.5,8,5.64,11.28,
1,fair,ls,b,1,to,<5,7,5.64,11.28,
1,fair,ls,b,1,to,<6,4,5.64,11.28,
1,fair,ls,b,1,to,<7,1,5.64,11.28,
1,fair,ls,b,1,to,<8,1,5.64,11.28,
1,fair,ls,b,1,to,<9,0,5.64,11.28,
1,fair,ls,b,1,to,<10,0,5.64,11.28,
1,fair,ls,b,1,ra,<BH,0,5.64,11.28,
1,fair,ls,b,1,ra,<2.5,10,5.64,11.28,
1,fair,ls,b,1,ra,<5,4,5.64,11.28,
1,fair,ls,b,1,ra,<6,4,5.64,11.28,
1,fair,ls,b,1,ra,<7,0,5.64,11.28,
1,fair,ls,b,1,ra,<8,0,5.64,11.28,
1,fair,ls,b,1,ra,<9,0,5.64,11.28,
1,fair,ls,b,1,ra,<10,1,5.64,11.28,
1,fair,ls,b,1,df,<BH,0,5.64,11.28,
1,fair,ls,b,1,df,<2.5,14,5.64,11.28,
1,fair,ls,b,1,df,<5,6,5.64,11.28,
1,fair,ls,b,1,df,<6,3,5.64,11.28,
1,fair,ls,b,1,df,<7,2,5.64,11.28,
1,fair,ls,b,1,df,<8,0,5.64,11.28,
1,fair,ls,b,1,df,<9,0,5.64,11.28,
1,fair,ls,b,1,df,<10,4,5.64,11.28,
1,fair,ls,b,1,gf,<BH,0,5.64,11.28,
1,fair,ls,b,1,gf,<2.5,1,5.64,11.28,
1,fair,ls,b,1,gf,<5,1,5.64,11.28,
1,fair,ls,b,1,gf,<6,0,5.64,11.28,
1,fair,ls,b,1,gf,<7,0,5.64,11.28,
1,fair,ls,b,1,gf,<8,0,5.64,11.28,
1,fair,ls,b,1,gf,<9,1,5.64,11.28,
1,fair,ls,b,1,gf,<10,0,5.64,11.28,
1,fair,ls,b,1,hm,<BH,6,5.64,11.28,
1,fair,ls,b,1,hm,<2.5,2,5.64,11.28,
1,fair,ls,b,1,hm,<5,3,5.64,11.28,
1,fair,ls,b,1,hm,<6,0,5.64,11.28,
1,fair,ls,b,1,hm,<7,1,5.64,11.28,
1,fair,ls,b,1,hm,<8,0,5.64,11.28,
1,fair,ls,b,1,hm,<9,1,5.64,11.28,
1,fair,ls,b,1,hm,<10,0,5.64,11.28,
1,fair,ls,b,1,wm,<BH,3,5.64,11.28,
1,fair,ls,b,1,wm,<2.5,32,5.64,11.28,
1,fair,ls,b,1,wm,<5,12,5.64,11.28,
1,fair,ls,b,1,wm,<6,3,5.64,11.28,
1,fair,ls,b,1,wm,<7,1,5.64,11.28,
1,fair,ls,b,1,wm,<8,1,5.64,11.28,
1,fair,ls,b,1,wm,<9,2,5.64,11.28,
1,fair,ls,b,1,wm,<10,0,5.64,11.28,
1,fair,ls,b,8,rw,<BH,5,5.64,11.28,
1,fair,ls,b,8,rw,<2.5,12,5.64,11.28,
1,fair,ls,b,8,rw,<5,8,5.64,11.28,
1,fair,ls,b,8,rw,<6,0,5.64,11.28,
1,fair,ls,b,8,rw,<7,2,5.64,11.28,
1,fair,ls,b,8,rw,<8,3,5.64,11.28,
1,fair,ls,b,8,rw,<9,1,5.64,11.28,
1,fair,ls,b,8,rw,<10,1,5.64,11.28,
1,fair,ls,b,8,to,<BH,0,5.64,11.28,
1,fair,ls,b,8,to,<2.5,2,5.64,11.28,
1,fair,ls,b,8,to,<5,3,5.64,11.28,
1,fair,ls,b,8,to,<6,5,5.64,11.28,
1,fair,ls,b,8,to,<7,2,5.64,11.28,
1,fair,ls,b,8,to,<8,0,5.64,11.28,
1,fair,ls,b,8,to,<9,1,5.64,11.28,
1,fair,ls,b,8,to,<10,1,5.64,11.28,
1,fair,ls,b,10,rw,<BH,12,5.64,11.28,
1,fair,ls,b,10,rw,<2.5,27,5.64,11.28,
1,fair,ls,b,10,rw,<5,24,5.64,11.28,
1,fair,ls,b,10,rw,<6,1,5.64,11.28,
1,fair,ls,b,10,rw,<7,2,5.64,11.28,
1,fair,ls,b,10,rw,<8,1,5.64,11.28,
1,fair,ls,b,10,rw,<9,0,5.64,11.28,
1,fair,ls,b,10,rw,<10,2,5.64,11.28,
1,fair,ls,b,10,to,<BH,14,5.64,11.28,
1,fair,ls,b,10,to,<2.5,27,5.64,11.28,
1,fair,ls,b,10,to,<5,6,5.64,11.28,
1,fair,ls,b,10,to,<6,1,5.64,11.28,
1,fair,ls,b,10,to,<7,0,5.64,11.28,
1,fair,ls,b,10,to,<8,0,5.64,11.28,
1,fair,ls,b,10,to,<9,1,5.64,11.28,
1,fair,ls,b,10,to,<10,0,5.64,11.28,
1,fair,ls,b,10,df,<BH,7,5.64,11.28,
1,fair,ls,b,10,df,<2.5,0,5.64,11.28,
1,fair,ls,b,10,df,<5,0,5.64,11.28,
1,fair,ls,b,10,df,<6,0,5.64,11.28,
1,fair,ls,b,10,df,<7,1,5.64,11.28,
1,fair,ls,b,10,df,<8,0,5.64,11.28,
1,fair,ls,b,10,df,<9,0,5.64,11.28,
1,fair,ls,b,10,df,<10,0,5.64,11.28,
1,fair,ls,b,9,rw,<BH,0,5.64,11.28,
1,fair,ls,b,9,rw,<2.5,9,5.64,11.28,
1,fair,ls,b,9,rw,<5,7,5.64,11.28,
1,fair,ls,b,9,rw,<6,2,5.64,11.28,
1,fair,ls,b,9,rw,<7,1,5.64,11.28,
1,fair,ls,b,9,rw,<8,0,5.64,11.28,
1,fair,ls,b,9,rw,<9,0,5.64,11.28,
1,fair,ls,b,9,rw,<10,0,5.64,11.28,
1,fair,ls,b,9,to,<BH,27,5.64,11.28,
1,fair,ls,b,9,to,<2.5,4,5.64,11.28,
1,fair,ls,b,9,to,<5,19,5.64,11.28,
1,fair,ls,b,9,to,<6,2,5.64,11.28,
1,fair,ls,b,9,to,<7,2,5.64,11.28,
